"Category","Skill","Directory","Source","Description"
"文档、PDF、表单与签署","canvas-design","canvas-design","用户安装","Create beautiful visual art in .png and .pdf documents using design philosophy. You should use this skill when the user asks to create a poster, piece of art, design, or other static piece. Create original visual designs, never copying existing artists' work to avoid copyright violations."
"文档、PDF、表单与签署","carbone-automation","carbone-automation","用户安装","Automate Carbone tasks via Rube MCP (Composio). Always search tools first for current schemas."
"文档、PDF、表单与签署","cdr-platform-automation","cdr-platform-automation","用户安装","Automate Cdr Platform tasks via Rube MCP (Composio). Always search tools first for current schemas."
"文档、PDF、表单与签署","certifier-automation","certifier-automation","用户安装","Automate Certifier tasks via Rube MCP (Composio). Always search tools first for current schemas."
"文档、PDF、表单与签署","changelog-generator","changelog-generator","用户安装","Automatically creates user-facing changelogs from git commits by analyzing commit history, categorizing changes, and transforming technical commits into clear, customer-friendly release notes. Turns hours of manual changelog writing into minutes of automated generation."
"文档、PDF、表单与签署","classmarker-automation","classmarker-automation","用户安装","Automate Classmarker tasks via Rube MCP (Composio). Always search tools first for current schemas."
"文档、PDF、表单与签署","Cloudinary Automation","cloudinary-automation","用户安装","Automate Cloudinary media management including folder organization, upload presets, asset lookup, transformations, and usage monitoring through natural language commands"
"文档、PDF、表单与签署","codebase-migrate","codebase-migrate","用户安装","Run large codebase migrations and multi-file refactors. Uses the Composio CLI to coordinate issue tracking, batched PRs, and CI verification while the agent executes the transforms locally across hundreds of files."
"文档、PDF、表单与签署","content-research-writer","content-research-writer","用户安装","Assists in writing high-quality content by conducting research, adding citations, improving hooks, iterating on outlines, and providing real-time feedback on each section. Transforms your writing process from solo effort to collaborative partnership."
"文档、PDF、表单与签署","craftmypdf-automation","craftmypdf-automation","用户安装","Automate Craftmypdf tasks via Rube MCP (Composio). Always search tools first for current schemas."
"文档、PDF、表单与签署","docmosis-automation","docmosis-automation","用户安装","Automate Docmosis tasks via Rube MCP (Composio). Always search tools first for current schemas."
"文档、PDF、表单与签署","docnify-automation","docnify-automation","用户安装","Automate Docnify tasks via Rube MCP (Composio). Always search tools first for current schemas."
"文档、PDF、表单与签署","docsumo-automation","docsumo-automation","用户安装","Automate Docsumo tasks via Rube MCP (Composio). Always search tools first for current schemas."
"文档、PDF、表单与签署","docugenerate-automation","docugenerate-automation","用户安装","Automate Docugenerate tasks via Rube MCP (Composio). Always search tools first for current schemas."
"文档、PDF、表单与签署","documenso-automation","documenso-automation","用户安装","Automate Documenso tasks via Rube MCP (Composio). Always search tools first for current schemas."
"文档、PDF、表单与签署","documint-automation","documint-automation","用户安装","Automate Documint tasks via Rube MCP (Composio). Always search tools first for current schemas."
"文档、PDF、表单与签署","docupilot-automation","docupilot-automation","用户安装","Automate Docupilot tasks via Rube MCP (Composio). Always search tools first for current schemas."
"文档、PDF、表单与签署","docupost-automation","docupost-automation","用户安装","Automate Docupost tasks via Rube MCP (Composio). Always search tools first for current schemas."
"文档、PDF、表单与签署","docuseal-automation","docuseal-automation","用户安装","Automate Docuseal tasks via Rube MCP (Composio). Always search tools first for current schemas."
"文档、PDF、表单与签署","draftable-automation","draftable-automation","用户安装","Automate Draftable tasks via Rube MCP (Composio). Always search tools first for current schemas."
"文档、PDF、表单与签署","dropbox-sign-automation","dropbox-sign-automation","用户安装","Automate Dropbox Sign tasks via Rube MCP (Composio). Always search tools first for current schemas."
"文档、PDF、表单与签署","encodian-automation","encodian-automation","用户安装","Automate Encodian tasks via Rube MCP (Composio). Always search tools first for current schemas."
"文档、PDF、表单与签署","esignatures-io-automation","esignatures-io-automation","用户安装","Automate Esignatures IO tasks via Rube MCP (Composio). Always search tools first for current schemas."
"文档、PDF、表单与签署","eversign-automation","eversign-automation","用户安装","Automate Eversign tasks via Rube MCP (Composio). Always search tools first for current schemas."
"文档、PDF、表单与签署","Excel Automation","excel-automation","用户安装","Excel Automation: create workbooks, manage worksheets, read/write cell data, and format spreadsheets via Microsoft Excel and Google Sheets integration"
"文档、PDF、表单与签署","extracta-ai-automation","extracta-ai-automation","用户安装","Automate Extracta AI tasks via Rube MCP (Composio). Always search tools first for current schemas."
"文档、PDF、表单与签署","feathery-automation","feathery-automation","用户安装","Automate Feathery tasks via Rube MCP (Composio). Always search tools first for current schemas."
"文档、PDF、表单与签署","fillout_forms-automation","fillout_forms-automation","用户安装","Automate Fillout tasks via Rube MCP (Composio): forms, submissions, workflows, and form builder. Always search tools first for current schemas."
"文档、PDF、表单与签署","fillout-forms-automation","fillout-forms-automation","用户安装","Automate Fillout tasks via Rube MCP (Composio). Always search tools first for current schemas."
"文档、PDF、表单与签署","flexisign-automation","flexisign-automation","用户安装","Automate Flexisign tasks via Rube MCP (Composio). Always search tools first for current schemas."
"文档、PDF、表单与签署","formbricks-automation","formbricks-automation","用户安装","Automate Formbricks tasks via Rube MCP (Composio). Always search tools first for current schemas."
"文档、PDF、表单与签署","formcarry-automation","formcarry-automation","用户安装","Automate Formcarry tasks via Rube MCP (Composio). Always search tools first for current schemas."
"文档、PDF、表单与签署","formdesk-automation","formdesk-automation","用户安装","Automate Formdesk tasks via Rube MCP (Composio). Always search tools first for current schemas."
"文档、PDF、表单与签署","formsite-automation","formsite-automation","用户安装","Automate Formsite tasks via Rube MCP (Composio). Always search tools first for current schemas."
